"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USC00417588","RICHARDSON, TX US","2022-03-05","0.00","78","63"
"USC00417588","RICHARDSON, TX US","2022-03-06","0.00","77","40"
"USC00417588","RICHARDSON, TX US","2022-03-07","0.20","50","35"
"USC00417588","RICHARDSON, TX US","2022-03-08","0.20","47","33"
"USC00417588","RICHARDSON, TX US","2022-03-09","0.00","59","27"
"USC00417588","RICHARDSON, TX US","2022-03-10","0.00","66","38"
"USC00417588","RICHARDSON, TX US","2022-03-11","0.00","43","29"
"USC00417588","RICHARDSON, TX US","2022-03-12","0.00","55","26"
"USC00417588","RICHARDSON, TX US","2022-03-13","0.00","65","35"
"USC00417588","RICHARDSON, TX US","2022-03-14","0.24","75","49"
"USC00417588","RICHARDSON, TX US","2022-03-15","0.00","71","47"
"USC00417588","RICHARDSON, TX US","2022-03-16","0.00","78","43"
"USC00417588","RICHARDSON, TX US","2022-03-17","1.00","74","55"
"USC00417588","RICHARDSON, TX US","2022-03-18","0.00","65","46"
"USC00417588","RICHARDSON, TX US","2022-03-19","0.00","74","39"
"USC00417588","RICHARDSON, TX US","2022-03-20","0.00","78","48"
"USC00417588","RICHARDSON, TX US","2022-03-21","2.00","71","55"
"USC00417588","RICHARDSON, TX US","2022-03-22","0.02","57","46"
"USC00417588","RICHARDSON, TX US","2022-03-23","0.00","62","43"
"USC00417588","RICHARDSON, TX US","2022-03-24","0.00","66","35"
"USC00417588","RICHARDSON, TX US","2022-03-25","0.00","80","41"
"USC00417588","RICHARDSON, TX US","2022-03-26","0.00","83","49"
"USC00417588","RICHARDSON, TX US","2022-03-27","0.00","89","52"
"USC00417588","RICHARDSON, TX US","2022-03-28","0.00","82","59"
"USC00417588","RICHARDSON, TX US","2022-03-29","0.00","78","62"
"USC00417588","RICHARDSON, TX US","2022-03-30","1.30","73","43"
"USC00417588","RICHARDSON, TX US","2022-03-31","0.02","67","42"
"USC00417588","RICHARDSON, TX US","2022-04-01","0.02","73","43"
"USC00417588","RICHARDSON, TX US","2022-04-02","0.00","79","45"
"USC00417588","RICHARDSON, TX US","2022-04-03","0.02","82","53"
"USC00417588","RICHARDSON, TX US","2022-04-04","2.40","78","60"
"USC00417588","RICHARDSON, TX US","2022-04-05","0.00","92","57"
"USC00417588","RICHARDSON, TX US","2022-04-06","0.00","76","55"
"USC00417588","RICHARDSON, TX US","2022-04-07","0.00","68","47"
"USC00417588","RICHARDSON, TX US","2022-04-08","0.00","66","46"
"USC00417588","RICHARDSON, TX US","2022-04-09","0.00","84","41"
"USC00417588","RICHARDSON, TX US","2022-04-10","0.00","81","60"
"USC00417588","RICHARDSON, TX US","2022-04-11","0.00","86","69"
"USC00417588","RICHARDSON, TX US","2022-04-12","0.15","80","65"
"USC00417588","RICHARDSON, TX US","2022-04-13","0.05","79","56"
"USC00417588","RICHARDSON, TX US","2022-04-14","0.00","74","48"
"USC00417588","RICHARDSON, TX US","2022-04-15","0.00","79","57"
"USC00417588","RICHARDSON, TX US","2022-04-16","0.00","81","55"
"USC00417588","RICHARDSON, TX US","2022-04-17","0.00","77","55"
"USC00417588","RICHARDSON, TX US","2022-04-18","0.00","72","49"
"USC00417588","RICHARDSON, TX US","2022-04-19","0.00","72","49"
"USC00417588","RICHARDSON, TX US","2022-04-20","0.01","82","63"
"USC00417588","RICHARDSON, TX US","2022-04-21","0.00","82","70"
"USC00417588","RICHARDSON, TX US","2022-04-22","0.00","84","69"
"USC00417588","RICHARDSON, TX US","2022-04-23","0.00","81","67"
"USC00417588","RICHARDSON, TX US","2022-04-24","0.13","81","61"
"USC00417588","RICHARDSON, TX US","2022-04-25","1.00","80","57"
"USC00417588","RICHARDSON, TX US","2022-04-26","0.00","72","49"
"USC00417588","RICHARDSON, TX US","2022-04-27","0.00","77","51"
"USC00417588","RICHARDSON, TX US","2022-04-28","0.00","80","61"
"USC00417588","RICHARDSON, TX US","2022-04-29","0.00","80","68"
"USC00417588","RICHARDSON, TX US","2022-04-30","0.00","82","55"
"USC00417588","RICHARDSON, TX US","2022-05-01","0.00","84","55"
"USC00417588","RICHARDSON, TX US","2022-05-02","0.43","84","63"
"USC00417588","RICHARDSON, TX US","2022-05-03","0.70","84","53"
"USC00417588","RICHARDSON, TX US","2022-05-04","0.00","85","58"
"USC00417588","RICHARDSON, TX US","2022-05-05","0.20","77","58"
"USC00417588","RICHARDSON, TX US","2022-05-06","0.00","84","55"
"USC00417588","RICHARDSON, TX US","2022-05-07","0.00","83","66"
"USC00417588","RICHARDSON, TX US","2022-05-08","0.00","90","74"
"USC00417588","RICHARDSON, TX US","2022-05-09","0.00","90","74"
"USC00417588","RICHARDSON, TX US","2022-05-10","0.00","89","76"
"USC00417588","RICHARDSON, TX US","2022-05-11","0.00","88","72"
"USC00417588","RICHARDSON, TX US","2022-05-12","0.00","90","69"
"USC00417588","RICHARDSON, TX US","2022-05-13","0.00","89","68"
"USC00417588","RICHARDSON, TX US","2022-05-14","0.00","92","68"
"USC00417588","RICHARDSON, TX US","2022-05-15","0.03","93","61"
"USC00417588","RICHARDSON, TX US","2022-05-16","0.20","87","60"
"USC00417588","RICHARDSON, TX US","2022-05-17","0.00","92","75"
"USC00417588","RICHARDSON, TX US","2022-05-18","0.00","93","72"
"USC00417588","RICHARDSON, TX US","2022-05-19","0.00","93","71"
"USC00417588","RICHARDSON, TX US","2022-05-20","0.00","92","73"
"USC00417588","RICHARDSON, TX US","2022-05-21","0.00","90","62"
"USC00417588","RICHARDSON, TX US","2022-05-22","0.00","69","58"
"USC00417588","RICHARDSON, TX US","2022-05-23","0.03","78","58"
"USC00417588","RICHARDSON, TX US","2022-05-24","2.87","74","61"
"USC00417588","RICHARDSON, TX US","2022-05-25","0.41","70","60"
"USC00417588","RICHARDSON, TX US","2022-05-26","0.00","84","57"
"USC00417588","RICHARDSON, TX US","2022-05-27","0.00","89","57"
"USC00417588","RICHARDSON, TX US","2022-05-28","0.00","91","67"
"USC00417588","RICHARDSON, TX US","2022-05-29","0.00","91","70"
"USC00417588","RICHARDSON, TX US","2022-05-30","0.00","90","74"
"USC00417588","RICHARDSON, TX US","2022-05-31","0.00","91","74"
"USC00417588","RICHARDSON, TX US","2022-06-01","0.15","91","75"
"USC00417588","RICHARDSON, TX US","2022-06-02","2.25","82","64"
"USC00417588","RICHARDSON, TX US","2022-06-03","0.06","80","69"
"USC00417588","RICHARDSON, TX US","2022-06-04","0.00","86","67"
"USC00417588","RICHARDSON, TX US","2022-06-05","0.00","91","72"
"USC00417588","RICHARDSON, TX US","2022-06-06","0.00","92","75"
"USC00417588","RICHARDSON, TX US","2022-06-07","0.00","92","75"
"USC00417588","RICHARDSON, TX US","2022-06-08","0.00","89","76"
"USC00417588","RICHARDSON, TX US","2022-06-09","0.00","92","71"
"USC00417588","RICHARDSON, TX US","2022-06-10","0.00","97","74"
"USC00417588","RICHARDSON, TX US","2022-06-11","0.00","101","76"
"USC00417588","RICHARDSON, TX US","2022-06-12","0.00","100","80"
"USC00417588","RICHARDSON, TX US","2022-06-13","0.00","97","78"
"USC00417588","RICHARDSON, TX US","2022-06-14","0.00","94","76"
"USC00417588","RICHARDSON, TX US","2022-06-15","0.00","92","78"
"USC00417588","RICHARDSON, TX US","2022-06-16","0.00","98","77"
"USC00417588","RICHARDSON, TX US","2022-06-17","0.00","97","73"
"USC00417588","RICHARDSON, TX US","2022-06-18","0.00","96","75"
"USC00417588","RICHARDSON, TX US","2022-06-19","0.13","96","75"
"USC00417588","RICHARDSON, TX US","2022-06-20","0.00","98","74"
"USC00417588","RICHARDSON, TX US","2022-06-21","0.00","98","80"
"USC00417588","RICHARDSON, TX US","2022-06-22","0.00","98","75"
"USC00417588","RICHARDSON, TX US","2022-06-23","0.00","101","75"
"USC00417588","RICHARDSON, TX US","2022-06-24","0.00","101","79"
"USC00417588","RICHARDSON, TX US","2022-06-25","0.00","97","80"
"USC00417588","RICHARDSON, TX US","2022-06-26","0.00","91","73"
"USC00417588","RICHARDSON, TX US","2022-06-27","0.00","91","72"
"USC00417588","RICHARDSON, TX US","2022-06-28","0.00","90","71"
"USC00417588","RICHARDSON, TX US","2022-06-29","0.00","92","71"
"USC00417588","RICHARDSON, TX US","2022-06-30","0.00","97","71"
"USC00417588","RICHARDSON, TX US","2022-07-01","0.00","94","74"
"USC00417588","RICHARDSON, TX US","2022-07-02","0.00","97","76"
"USC00417588","RICHARDSON, TX US","2022-07-03","0.00","99","78"
"USC00417588","RICHARDSON, TX US","2022-07-04","0.00","98","80"
"USC00417588","RICHARDSON, TX US","2022-07-05","0.00","100","80"
"USC00417588","RICHARDSON, TX US","2022-07-06","0.00","101","79"
"USC00417588","RICHARDSON, TX US","2022-07-07","0.00","101","80"
"USC00417588","RICHARDSON, TX US","2022-07-08","0.00","103","81"
"USC00417588","RICHARDSON, TX US","2022-07-09","0.00","104","83"
"USC00417588","RICHARDSON, TX US","2022-07-10","0.00","101","81"
"USC00417588","RICHARDSON, TX US","2022-07-11","0.00","100","78"
"USC00417588","RICHARDSON, TX US","2022-07-12","0.00","101","77"
"USC00417588","RICHARDSON, TX US","2022-07-13","0.00","104","78"
"USC00417588","RICHARDSON, TX US","2022-07-14","0.00","94","79"
"USC00417588","RICHARDSON, TX US","2022-07-15","0.00","99","74"
"USC00417588","RICHARDSON, TX US","2022-07-16","0.00","99","76"
"USC00417588","RICHARDSON, TX US","2022-07-17","0.00","103","82"
"USC00417588","RICHARDSON, TX US","2022-07-18","0.00","107","81"
"USC00417588","RICHARDSON, TX US","2022-07-19","0.00","106","83"
"USC00417588","RICHARDSON, TX US","2022-07-20","0.00","107","81"
"USC00417588","RICHARDSON, TX US","2022-07-21","0.00","99","82"
"USC00417588","RICHARDSON, TX US","2022-07-22","0.00","98","81"
"USC00417588","RICHARDSON, TX US","2022-07-23","0.00","100","76"
"USC00417588","RICHARDSON, TX US","2022-07-24","0.00","100","81"
"USC00417588","RICHARDSON, TX US","2022-07-25","0.00","102","82"
"USC00417588","RICHARDSON, TX US","2022-07-26","0.00","102","80"
"USC00417588","RICHARDSON, TX US","2022-07-27","0.00","101","82"
"USC00417588","RICHARDSON, TX US","2022-07-28","0.00","102","80"
"USC00417588","RICHARDSON, TX US","2022-07-29","0.00","102","80"
"USC00417588","RICHARDSON, TX US","2022-07-30","0.00","102","80"
"USC00417588","RICHARDSON, TX US","2022-07-31","0.00","102","82"
"USC00417588","RICHARDSON, TX US","2022-08-01","0.00","101","82"
"USC00417588","RICHARDSON, TX US","2022-08-02","0.00","101","82"
"USC00417588","RICHARDSON, TX US","2022-08-03","0.00","101","81"
"USC00417588","RICHARDSON, TX US","2022-08-04","0.00","100","81"
"USC00417588","RICHARDSON, TX US","2022-08-05","0.01","102","81"
"USC00417588","RICHARDSON, TX US","2022-08-06","0.00","86","77"
"USC00417588","RICHARDSON, TX US","2022-08-07","0.00","99","78"
"USC00417588","RICHARDSON, TX US","2022-08-08","0.00","101","80"
"USC00417588","RICHARDSON, TX US","2022-08-09","0.00","99","80"
"USC00417588","RICHARDSON, TX US","2022-08-10","0.96","99","74"
"USC00417588","RICHARDSON, TX US","2022-08-11","0.00","102","74"
"USC00417588","RICHARDSON, TX US","2022-08-12","0.00","97","77"
"USC00417588","RICHARDSON, TX US","2022-08-13","0.00","98","78"
"USC00417588","RICHARDSON, TX US","2022-08-14","0.00","97","74"
"USC00417588","RICHARDSON, TX US","2022-08-15","0.00","98","80"
"USC00417588","RICHARDSON, TX US","2022-08-16","0.00","99","81"
"USC00417588","RICHARDSON, TX US","2022-08-17","0.03","102","73"
"USC00417588","RICHARDSON, TX US","2022-08-18","0.13","84","73"
"USC00417588","RICHARDSON, TX US","2022-08-19","0.00","80","71"
"USC00417588","RICHARDSON, TX US","2022-08-20","0.00","93","75"
"USC00417588","RICHARDSON, TX US","2022-08-21","0.62","86","73"
"USC00417588","RICHARDSON, TX US","2022-08-22","3.20","79","72"
"USC00417588","RICHARDSON, TX US","2022-08-23","0.25","84","72"
"USC00417588","RICHARDSON, TX US","2022-08-24","0.00","89","72"
"USC00417588","RICHARDSON, TX US","2022-08-25","0.00","91","71"
"USC00417588","RICHARDSON, TX US","2022-08-26","0.00","94","73"
"USC00417588","RICHARDSON, TX US","2022-08-27","0.00","93","75"
"USC00417588","RICHARDSON, TX US","2022-08-28","0.00","95","77"
"USC00417588","RICHARDSON, TX US","2022-08-29","0.35","92","76"
"USC00417588","RICHARDSON, TX US","2022-08-30","0.16","92","74"
"USC00417588","RICHARDSON, TX US","2022-08-31","0.01","89","74"
"USC00417588","RICHARDSON, TX US","2022-09-01","1.50","86","72"
"USC00417588","RICHARDSON, TX US","2022-09-02","0.05","85","72"
"USC00417588","RICHARDSON, TX US","2022-09-03","0.00","94","72"
"USC00417588","RICHARDSON, TX US","2022-09-04","1.14","94","65"
"USC00417588","RICHARDSON, TX US","2022-09-05","1.30","91","67"
"USC00417588","RICHARDSON, TX US","2022-09-06","0.00","93","70"
"USC00417588","RICHARDSON, TX US","2022-09-07","0.00","93","71"
"USC00417588","RICHARDSON, TX US","2022-09-08","0.00","90","73"
"USC00417588","RICHARDSON, TX US","2022-09-09","0.00","87","69"
"USC00417588","RICHARDSON, TX US","2022-09-10","0.00","88","65"
"USC00417588","RICHARDSON, TX US","2022-09-11","0.00","82","67"
"USC00417588","RICHARDSON, TX US","2022-09-12","0.00","90","66"
"USC00417588","RICHARDSON, TX US","2022-09-13","0.00","88","62"
"USC00417588","RICHARDSON, TX US","2022-09-14","0.00","87","64"
"USC00417588","RICHARDSON, TX US","2022-09-15","0.00","74","63"
"USC00417588","RICHARDSON, TX US","2022-09-16","0.00","90","69"
"USC00417588","RICHARDSON, TX US","2022-09-17","0.00","91","74"
"USC00417588","RICHARDSON, TX US","2022-09-18","0.00","92","74"
"USC00417588","RICHARDSON, TX US","2022-09-19","0.00","93","75"
"USC00417588","RICHARDSON, TX US","2022-09-20","0.00","95","73"
"USC00417588","RICHARDSON, TX US","2022-09-21","0.00","95","72"
"USC00417588","RICHARDSON, TX US","2022-09-22","0.00","97","69"
"USC00417588","RICHARDSON, TX US","2022-09-23","0.00","93","71"
"USC00417588","RICHARDSON, TX US","2022-09-24","0.00","94","72"
"USC00417588","RICHARDSON, TX US","2022-09-25","0.02","96","76"
"USC00417588","RICHARDSON, TX US","2022-09-26","0.00","85","66"
"USC00417588","RICHARDSON, TX US","2022-09-27","0.00","85","58"
"USC00417588","RICHARDSON, TX US","2022-09-28","0.00","88","64"
"USC00417588","RICHARDSON, TX US","2022-09-29","0.00","79","63"
"USC00417588","RICHARDSON, TX US","2022-09-30","0.00","81","59"
"USC00417588","RICHARDSON, TX US","2022-10-01","0.00","82","51"
"USC00417588","RICHARDSON, TX US","2022-10-02","0.00","83","53"
"USC00417588","RICHARDSON, TX US","2022-10-03","0.00","84","53"
"USC00417588","RICHARDSON, TX US","2022-10-04","0.00","84","56"
"USC00417588","RICHARDSON, TX US","2022-10-05","0.00","87","56"
"USC00417588","RICHARDSON, TX US","2022-10-06","0.00","88","61"
"USC00417588","RICHARDSON, TX US","2022-10-07","0.00","87","62"
"USC00417588","RICHARDSON, TX US","2022-10-08","0.00","76","61"
"USC00417588","RICHARDSON, TX US","2022-10-09","0.00","81","57"
"USC00417588","RICHARDSON, TX US","2022-10-10","0.00","86","62"
"USC00417588","RICHARDSON, TX US","2022-10-11","0.00","82","64"
"USC00417588","RICHARDSON, TX US","2022-10-12","0.00","92","67"
"USC00417588","RICHARDSON, TX US","2022-10-13","0.00","81","56"
"USC00417588","RICHARDSON, TX US","2022-10-14","0.00","86","54"
"USC00417588","RICHARDSON, TX US","2022-10-15","0.00","91","71"
"USC00417588","RICHARDSON, TX US","2022-10-16","0.00","79","62"
"USC00417588","RICHARDSON, TX US","2022-10-17","0.00","67","53"
"USC00417588","RICHARDSON, TX US","2022-10-18","0.00","62","44"
"USC00417588","RICHARDSON, TX US","2022-10-19","0.00","66","36"
"USC00417588","RICHARDSON, TX US","2022-10-20","0.00","82","47"
"USC00417588","RICHARDSON, TX US","2022-10-21","0.00","88","49"
"USC00417588","RICHARDSON, TX US","2022-10-22","0.00","84","63"
"USC00417588","RICHARDSON, TX US","2022-10-23","0.00","84","62"
"USC00417588","RICHARDSON, TX US","2022-10-24","3.10","76","61"
"USC00417588","RICHARDSON, TX US","2022-10-25","1.10","68","49"
"USC00417588","RICHARDSON, TX US","2022-10-26","0.00","73","47"
"USC00417588","RICHARDSON, TX US","2022-10-27","0.00","72","50"
"USC00417588","RICHARDSON, TX US","2022-10-28","2.04","60","51"
"USC00417588","RICHARDSON, TX US","2022-10-29","0.13","63","53"
"USC00417588","RICHARDSON, TX US","2022-10-30","0.00","73","53"
"USC00417588","RICHARDSON, TX US","2022-10-31","0.00","77","49"
"USC00417588","RICHARDSON, TX US","2022-11-01","0.00","75","52"
"USC00417588","RICHARDSON, TX US","2022-11-02","0.00","77","53"
"USC00417588","RICHARDSON, TX US","2022-11-03","0.00","78","53"
"USC00417588","RICHARDSON, TX US","2022-11-04","1.26","74","47"
"USC00417588","RICHARDSON, TX US","2022-11-05","0.00","64","43"
"USC00417588","RICHARDSON, TX US","2022-11-06","0.00","80","52"
"USC00417588","RICHARDSON, TX US","2022-11-07","0.13","78","64"
"USC00417588","RICHARDSON, TX US","2022-11-08","0.01","80","68"
"USC00417588","RICHARDSON, TX US","2022-11-09","0.00","81","68"
"USC00417588","RICHARDSON, TX US","2022-11-10","0.00","72","63"
"USC00417588","RICHARDSON, TX US","2022-11-11","0.33","67","39"
"USC00417588","RICHARDSON, TX US","2022-11-12","0.00","52","33"
"USC00417588","RICHARDSON, TX US","2022-11-13","0.01","52","29"
"USC00417588","RICHARDSON, TX US","2022-11-14","0.35","43","39"
"USC00417588","RICHARDSON, TX US","2022-11-15","0.00","42","36"
"USC00417588","RICHARDSON, TX US","2022-11-16","0.00","53","33"
"USC00417588","RICHARDSON, TX US","2022-11-17","0.00","58","30"
"USC00417588","RICHARDSON, TX US","2022-11-18","0.00","46","34"
"USC00417588","RICHARDSON, TX US","2022-11-19","0.01","43","30"
"USC00417588","RICHARDSON, TX US","2022-11-20","0.00","50","30"
"USC00417588","RICHARDSON, TX US","2022-11-21","0.00","60","39"
"USC00417588","RICHARDSON, TX US","2022-11-22","0.00","55","39"
"USC00417588","RICHARDSON, TX US","2022-11-23","1.05","61","39"
"USC00417588","RICHARDSON, TX US","2022-11-24","0.25","55","50"
"USC00417588","RICHARDSON, TX US","2022-11-25","0.01","57","49"
"USC00417588","RICHARDSON, TX US","2022-11-26","1.33","55","47"
"USC00417588","RICHARDSON, TX US","2022-11-27","0.03","62","44"
"USC00417588","RICHARDSON, TX US","2022-11-28","0.00","67","37"
"USC00417588","RICHARDSON, TX US","2022-11-29","0.00","78","41"
"USC00417588","RICHARDSON, TX US","2022-11-30","0.00","50","33"
"USC00417588","RICHARDSON, TX US","2022-12-01","0.02","52","31"
"USC00417588","RICHARDSON, TX US","2022-12-02","0.01","64","48"
"USC00417588","RICHARDSON, TX US","2022-12-03","0.00","63","44"
"USC00417588","RICHARDSON, TX US","2022-12-04","0.02","56","45"
"USC00417588","RICHARDSON, TX US","2022-12-05","0.02","77","50"
"USC00417588","RICHARDSON, TX US","2022-12-06","0.01","76","61"
"USC00417588","RICHARDSON, TX US","2022-12-07","0.10","73","58"
"USC00417588","RICHARDSON, TX US","2022-12-08","0.30","73","58"
"USC00417588","RICHARDSON, TX US","2022-12-09","0.02","66","57"
"USC00417588","RICHARDSON, TX US","2022-12-10","1.42","71","52"
"USC00417588","RICHARDSON, TX US","2022-12-11","0.02","56","50"
"USC00417588","RICHARDSON, TX US","2022-12-12","0.05","61","53"
"USC00417588","RICHARDSON, TX US","2022-12-13","1.25","67","54"
"USC00417588","RICHARDSON, TX US","2022-12-14","0.00","58","42"
"USC00417588","RICHARDSON, TX US","2022-12-15","0.01","54","35"
"USC00417588","RICHARDSON, TX US","2022-12-16","0.00","47","33"
"USC00417588","RICHARDSON, TX US","2022-12-17","0.00","51","27"
"USC00417588","RICHARDSON, TX US","2022-12-18","0.00","54","28"
"USC00417588","RICHARDSON, TX US","2022-12-19","0.00","48","42"
"USC00417588","RICHARDSON, TX US","2022-12-20","0.00","55","37"
"USC00417588","RICHARDSON, TX US","2022-12-21","0.00","52","31"
"USC00417588","RICHARDSON, TX US","2022-12-22","0.01","44","9"
"USC00417588","RICHARDSON, TX US","2022-12-23","0.00","24","9"
"USC00417588","RICHARDSON, TX US","2022-12-24","0.00","35","20"
"USC00417588","RICHARDSON, TX US","2022-12-25","0.00","50","23"
"USC00417588","RICHARDSON, TX US","2022-12-26","0.00","56","27"
"USC00417588","RICHARDSON, TX US","2022-12-27","0.00","49","22"
"USC00417588","RICHARDSON, TX US","2022-12-28","0.00","70","39"
"USC00417588","RICHARDSON, TX US","2022-12-29","0.00","72","54"
"USC00417588","RICHARDSON, TX US","2022-12-30","0.00","63","46"
"USC00417588","RICHARDSON, TX US","2022-12-31","0.00","71","46"
"USC00417588","RICHARDSON, TX US","2023-01-01","0.00","76","52"
"USC00417588","RICHARDSON, TX US","2023-01-02","0.00","75","63"
"USC00417588","RICHARDSON, TX US","2023-01-03","0.00","69","44"
"USC00417588","RICHARDSON, TX US","2023-01-04","0.00","56","36"
"USC00417588","RICHARDSON, TX US","2023-01-05","0.00","61","37"
"USC00417588","RICHARDSON, TX US","2023-01-06","0.00","69","42"
"USC00417588","RICHARDSON, TX US","2023-01-07","0.00","62","48"
"USC00417588","RICHARDSON, TX US","2023-01-08","0.00","61","39"
"USC00417588","RICHARDSON, TX US","2023-01-09","0.00","68","37"
"USC00417588","RICHARDSON, TX US","2023-01-10","0.00","80","53"
"USC00417588","RICHARDSON, TX US","2023-01-11","0.00","82","57"
"USC00417588","RICHARDSON, TX US","2023-01-12","0.00","67","42"
"USC00417588","RICHARDSON, TX US","2023-01-13","0.00","56","33"
"USC00417588","RICHARDSON, TX US","2023-01-14","0.00","61","33"
"USC00417588","RICHARDSON, TX US","2023-01-15","0.00","69","45"
"USC00417588","RICHARDSON, TX US","2023-01-16","0.00","74","55"
"USC00417588","RICHARDSON, TX US","2023-01-17","0.00","77","51"
"USC00417588","RICHARDSON, TX US","2023-01-18","0.06","69","57"
"USC00417588","RICHARDSON, TX US","2023-01-19","0.00","59","43"
"USC00417588","RICHARDSON, TX US","2023-01-20","0.00","61","37"
"USC00417588","RICHARDSON, TX US","2023-01-21","0.00","56","46"
"USC00417588","RICHARDSON, TX US","2023-01-22","0.00","52","37"
"USC00417588","RICHARDSON, TX US","2023-01-23","0.00","52","31"
"USC00417588","RICHARDSON, TX US","2023-01-24","1.21","47","33"
"USC00417588","RICHARDSON, TX US","2023-01-25","0.00","41","35"
"USC00417588","RICHARDSON, TX US","2023-01-26","0.00","52","31"
"USC00417588","RICHARDSON, TX US","2023-01-27","0.00","60","34"
"USC00417588","RICHARDSON, TX US","2023-01-28","0.00","66","44"
"USC00417588","RICHARDSON, TX US","2023-01-29","0.03","61","28"
"USC00417588","RICHARDSON, TX US","2023-01-30","0.05","29","24"
"USC00417588","RICHARDSON, TX US","2023-01-31","0.31","29","24"
"USC00417588","RICHARDSON, TX US","2023-02-01","0.13","30","24"
"USC00417588","RICHARDSON, TX US","2023-02-02","1.00","33","30"
"USC00417588","RICHARDSON, TX US","2023-02-03","0.00","53","30"
"USC00417588","RICHARDSON, TX US","2023-02-04","0.00","58","32"
"USC00417588","RICHARDSON, TX US","2023-02-05","0.02","68","40"
"USC00417588","RICHARDSON, TX US","2023-02-06","0.00","72","52"
"USC00417588","RICHARDSON, TX US","2023-02-07","2.10","62","47"
"USC00417588","RICHARDSON, TX US","2023-02-08","1.50","48","38"
"USC00417588","RICHARDSON, TX US","2023-02-09","0.00","62","32"
"USC00417588","RICHARDSON, TX US","2023-02-10","0.02","49","35"
"USC00417588","RICHARDSON, TX US","2023-02-11","0.00","54","34"
"USC00417588","RICHARDSON, TX US","2023-02-12","0.00","66","32"
"USC00417588","RICHARDSON, TX US","2023-02-13","0.00","64","41"
"USC00417588","RICHARDSON, TX US","2023-02-14","0.70","70","51"
"USC00417588","RICHARDSON, TX US","2023-02-15","0.00","76","45"
"USC00417588","RICHARDSON, TX US","2023-02-16","0.00","69","34"
"USC00417588","RICHARDSON, TX US","2023-02-17","0.00","50","29"
"USC00417588","RICHARDSON, TX US","2023-02-18","0.00","53","32"
"USC00417588","RICHARDSON, TX US","2023-02-19","0.00","69","43"
"USC00417588","RICHARDSON, TX US","2023-02-20","0.00","78","58"
"USC00417588","RICHARDSON, TX US","2023-02-21","0.00","79","64"
"USC00417588","RICHARDSON, TX US","2023-02-22","0.34","79","58"
"USC00417588","RICHARDSON, TX US","2023-02-23","0.00","66","44"
"USC00417588","RICHARDSON, TX US","2023-02-24","0.00","48","40"
"USC00417588","RICHARDSON, TX US","2023-02-25","0.10","48","38"
"USC00417588","RICHARDSON, TX US","2023-02-26","0.02","76","46"
"USC00417588","RICHARDSON, TX US","2023-02-27","0.13","74","53"
"USC00417588","RICHARDSON, TX US","2023-02-28","0.00","83","48"
"USC00417588","RICHARDSON, TX US","2023-03-01","0.05","70","58"
"USC00417588","RICHARDSON, TX US","2023-03-02","1.00","78","51"
"USC00417588","RICHARDSON, TX US","2023-03-03","1.24","62","44"
"USC00417588","RICHARDSON, TX US","2023-03-04","0.00","74","44"
"USC00417588","RICHARDSON, TX US","2023-03-05","0.10","76","54"
"USC00417588","RICHARDSON, TX US","2023-03-06","0.00","80","55"
"USC00417588","RICHARDSON, TX US","2023-03-07","0.00","81","56"
"USC00417588","RICHARDSON, TX US","2023-03-08","0.04","65","52"
"USC00417588","RICHARDSON, TX US","2023-03-09","0.24","68","53"
"USC00417588","RICHARDSON, TX US","2023-03-10","0.00","65","45"
"USC00417588","RICHARDSON, TX US","2023-03-11","0.00","74","57"
"USC00417588","RICHARDSON, TX US","2023-03-12","0.00","64","51"
"USC00417588","RICHARDSON, TX US","2023-03-13","0.00","58","44"
"USC00417588","RICHARDSON, TX US","2023-03-14","0.00","62","41"
"USC00417588","RICHARDSON, TX US","2023-03-15","0.00","68","59"
"USC00417588","RICHARDSON, TX US","2023-03-16","0.29","69","43"
"USC00417588","RICHARDSON, TX US","2023-03-17","0.00","53","38"
"USC00417588","RICHARDSON, TX US","2023-03-18","0.00","53","38"
"USC00417588","RICHARDSON, TX US","2023-03-19","0.01","53","32"
"USC00417588","RICHARDSON, TX US","2023-03-20","0.00","53","38"
"USC00417588","RICHARDSON, TX US","2023-03-21","0.09","65","48"
"USC00417588","RICHARDSON, TX US","2023-03-22","0.00","81","65"
"USC00417588","RICHARDSON, TX US","2023-03-23","0.00","82","66"
"USC00417588","RICHARDSON, TX US","2023-03-24","0.34","74","60"
"USC00417588","RICHARDSON, TX US","2023-03-25","0.00","75","52"
"USC00417588","RICHARDSON, TX US","2023-03-26","0.00","78","47"
"USC00417588","RICHARDSON, TX US","2023-03-27","0.01","67","43"
"USC00417588","RICHARDSON, TX US","2023-03-28","0.00","70","45"
"USC00417588","RICHARDSON, TX US","2023-03-29","0.01","64","48"
"USC00417588","RICHARDSON, TX US","2023-03-30","0.00","71","58"
"USC00417588","RICHARDSON, TX US","2023-03-31","0.04","84","68"
"USC00417588","RICHARDSON, TX US","2023-04-01","0.00","75","56"
"USC00417588","RICHARDSON, TX US","2023-04-02","0.10","77","55"
"USC00417588","RICHARDSON, TX US","2023-04-03","0.00","91","62"
"USC00417588","RICHARDSON, TX US","2023-04-04","0.00","91","62"
"USC00417588","RICHARDSON, TX US","2023-04-05","0.00","76","51"
"USC00417588","RICHARDSON, TX US","2023-04-06","0.00","57","49"
"USC00417588","RICHARDSON, TX US","2023-04-07","0.00","60","50"
